title,text
Sate Kambing & Ayam Pak Jogo,"Pertama kali nyoba kesini gara2 cari sate kambing yg deket sekitaran muja muju jogja ktemu review yg mayan bagus coba deh kesini sama kluarga pas weekend sabtu sore. ✅ Utk parkiran mobil ada cukup luas diseberang warungnya.. 👍 muat mgkin sampe 10an mobil. ada kang parkirnya. ✅ Varian menu mayan banyak ada kambing sama ayam (sate, tongseng, gulai, tengkleng) cm pas sore kesini tengkleng kambing dah kehabisan. ✅ Harga standart 30rban all menu. minum sekitar 4-5rb. Porsi biasa gak dikit gak banyak. ✅ Rasa -- mnurut pribadi ku lumayan enak (rate 8/10) empuk. Kemarin nyoba sate kambing, sate ayam, sop iga, tongseng kambing oke deh gak mengecewakan. ✅ Tempat : Meja tersedia banyak, sampe belasan. Pas kesana masih ada meja kosong gak begitu rame. ✅ Pelayanan : Pesen menu sampe datang makanan hitungannya cepet gak smpe 20 menit (pesen 8 menu utk sekeluarga), waiters mbak2 nya ramah jg. ✅ Fasilitas lain Toilet ada, musholla ada. Overall : nilai personal 8/10. Rekomendasi buat kembali. 👍👍👍 Semoga membantu."
Sate Kambing & Ayam Pak Jogo,"Sampai resto gak di sapa,,,,padahal sudah ngomong tp gak di respon"
Sate Kambing & Ayam Pak Jogo,Enak layanan cepet ...... Sat set Madang ....
Sate Kambing & Ayam Pak Jogo,Karyawan judes2 dan beli sate ayam 1 porsi 30rb trs masi sisa pas minta di bungkus dan kaget ngebungkusnya pake KRESEK??? Bukan plastik kayak kiloain ini lho literally kresek🙂
Sate Kambing & Ayam Pak Jogo,Tengklengnya dan sop iga sapinya mantep. Suasananya warung klasik. Harga wajar.
Sate Kambing & Ayam Pak Jogo,"Tempatnya luas... Saran pilih duduk d belakang yg open space spy tdk terganggu asap bakar sate... Tengkleng, &tongseng dagingnya empuuukkk bangeettt... Tapi yg sate nya bbrp ada yg agak keras... Taoi kualitas rasa... Jooozzzz... 👍👍👍"
Sate Kambing & Ayam Pak Jogo,"Sate nya enak, empuk. Tempat makan luas, parkir cukupan. Harga standar. Kurang cocok rasa tengklengnya, kurang gurih."
Sate Kambing & Ayam Pak Jogo,"Sate kambing yg enak rasanya, pas porsinya harga sesuai"
Sate Kambing & Ayam Pak Jogo,"Makan sate disini berdasarkan rekomendasi driver pas liburan di jogja, karna waktu itu gak ada waktu untuk search rekomendasi rekomendasi kuliner, karna kami pikir tinggal tanya aja sama warlok pasti mereka lebih tahu. Kebetulan driver kami asli orang jogja dan langganan banget katanya nyate disini. First time kita makan sate klatak ternyata suka bangettt rasanya gurih terus smoky banget untuk kuah yang kuningnya juga enak, terus sate ayamnya itu best bangett. Waah jadi kangen jogja lagii"
Sate Kambing & Ayam Pak Jogo,Tengkleng kambingnya sy suka. Sate kambing nya tadinya sy harapkan dagingnya lebih empuk.
Sate Kambing & Ayam Pak Jogo,"Satenya kambingnya enak, empuk, nggak bau, tapi somehow kecapnya kurang pas utk lidah saya. Kalo bumbu kacangnya (sate ayam) enak. Jadi saya makan sate kambing pake bumbu kacang, hehehe... Yg bikin surprise masaknya cepet banget... Top... 👍"
Sate Kambing & Ayam Pak Jogo,Salah satu sate terenak di Jogja 😍
Sate Kambing & Ayam Pak Jogo,sejak dari 20 tahun yl jadi penikmat sate Jogo. rasanya tetap mantab. ruang makan dan parkirnya sekarang tambah luas. recomemded buat acara dengan pasangan ataupun sekeluarga besar.
Sate Kambing & Ayam Pak Jogo,"Tempatnya nyaman, cepat pelyananya, enek masakanya."
Sate Kambing & Ayam Pak Jogo,"pesen sate kambing lah disini, ngg akan bisa lupa sampai nanti...."
Sate Kambing & Ayam Pak Jogo,"Harga bersaing, murah tapi ga murahan"
Sate Kambing & Ayam Pak Jogo,selalu jadi comfort food nya bapak. hampir selalu mampir tiap dari bepergian. tempatnya luas ada area indoor dan semi outdoor. ada kamar mandi dan musholanya. parkir luas.
Sate Kambing & Ayam Pak Jogo,"Tempatnya tidak terlalu besar, tetapi makanannya juara. Termasuk salah satu sate terenak yang pernah saya rasakan."
Sate Kambing & Ayam Pak Jogo,"Makanan dan tempatnya enak, parkiran aman"
Sate Kambing & Ayam Pak Jogo,"Selasa, 26 November 2024 Googling Sate Enak di Jogya...terpilihlah Sate Pak Jogo.. Benar saja setelah pesan Sate Kambing (sampai matang kecoklatan ada gosongnya) Sate Klatak (bumbu asin, tidak gosong) Tongseng Kepala Kambing Semua enak Joss empuk dan bumbu merasuk. Per porsi Sate 5 tusuk Lokasi lumayan bisa untuk sekitar 15 a bangku, hanya parkir mobil mungkin kalau pas ramai harus di pinggir jalan."
Sate Kambing & Ayam Pak Jogo,Makan ditempat full asap dan aroma sate.... Sate klataknya enakkkk dan empuk
Sate Kambing & Ayam Pak Jogo,"Setiap beli pasti banyak ati kambingnya daripada dagingnya, sate 5 tusuk yg 3 tusuk hati ampela . Sudah bilang gak pakai hati tp tetap aja di kasih hati padahal gak suka ."
Sate Kambing & Ayam Pak Jogo,Rasa dan porsinya mantap dan memuaskan....
Sate Kambing & Ayam Pak Jogo,Rasanya Joss dan daging empuk Layanan prima Suasana biasa
Sate Kambing & Ayam Pak Jogo,"2x beli disini untuk makan ditempat+bawa pulang, utuk rasanya lumayan,cuma sate klatak yang terakhir beli sedikit alot, untuk harga standar,tidak mahal,untuk penyajian makanan termasuk cepat ya. Suasana di dalam resto puanas puolll,ada kipas angin tapi anginnya panas,lebih baik ambil yang diluar saja lebih adem dan tempat duduknya juga lebih longgar nyaman. Parkir depan resto juga lumayan besar untuk yang memebawa mobil."
Sate Kambing & Ayam Pak Jogo,Went here for the sate kambing Big chunks and filling Taste was great
Sate Kambing & Ayam Pak Jogo,"Rasa masih masuk dilidah,cuma porsi kecil,harga termasuk range atas"
Sate Kambing & Ayam Pak Jogo,"sate nya empuk,tongseng dan lainnya juga enak bayarnya bisa pakai qris"
Sate Kambing & Ayam Pak Jogo,"Sate dan tongseng enak, recommended lah.. harga normal sperti kbnyakan sate2 an. Parkir luas."
Sate Kambing & Ayam Pak Jogo,"Tongsengnya Mantap. Satenya Empuk. Btw saya orang Jawa Timur, suka pedes, jadi sedikit manis. Tapi rasa otentik banget. Rekomended. 😃👍"
Sate Kambing & Ayam Pak Jogo,🍢 The taste is good (sate ayam & tongseng) (-) Satenya kecil-kecil (-) Sambelnya dikit
Sate Kambing & Ayam Pak Jogo,"Satenya kok selalu dapet yg udah dingin ya, jd sensasi makan satenya gak berasa gtu.. Untuk tongseng nya lumayan dagingnya empuk..."
Sate Kambing & Ayam Pak Jogo,"Sate nya mantaap, tongsengnya Jawara!! Empuk, light taste, tempatnya nyaman."
Sate Kambing & Ayam Pak Jogo,"Harga relatif murah, porsi sate banyak, pelayanannya cepat"
Sate Kambing & Ayam Pak Jogo,"para pecinta sate ataupun tongseng kambing,disini tempatnya, daging empuk, yang pasti tidak prengus, pelayanan cepat. untuk parkir bila tidak muat bisa di seberang jalan muat banyak, kekurangannya cuma suasana didalam panas kalau kebetulan beli pas siang siang, mungkin perlu dibuat sirkulasi udara masuk dan keluar biar suasana didalam lebih segar.. selebihnya overall recomended"
Sate Kambing & Ayam Pak Jogo,Sate dengan klatak biasanya take away masih ada kol cincang dan bawang merah cincang. Yang sekarang gak ada dikasih. Biasanya juga daging sate daging beneran karena yang terakhir beli cita dan rasa sudah agak jauh dari biasanya plus agak gosong juga bakarnya kalau dari biasanya padahal harga sudah menyesuaikan kondisi saat ini/sudah naik. Semoga ada perbaikan
Sate Kambing & Ayam Pak Jogo,Sate langganan kalo lagi mudik ke jogja. Dari jaman dulu masih sekolah di jogja sering makan disitu diajak orang tua. Sekarang kalo ke jogja nyempetin beli sate yg favorit menu sate kambing campur ati. Enak dan empuk.
Sate Kambing & Ayam Pak Jogo,"Score 1-10 Sate kambing : 9 Porsi : 8 Minuman : 8,5 Harga : 8,5 Akses : 9 Parkir : 8,8 Layanan : 9 Kenyamanan tempat : 8,8 Variasi menu : 8,5"
Sate Kambing & Ayam Pak Jogo,"suka dengan satenya saya. sudah tidak ditusuk, tinggal hap. sate kambingnya juicy. ga bau kambing. enak pokoknya. tambah potongan cabe mantap sekali. harga tidak terlalu mahal. nasi sate kambing plus minum 41rb sy bayar. bisa pakai qris bayarnya jd aman buat para kaum cashless.. pelayananya juga cepat. pesan ga lama makanan sampai dan panas kondisinya.. lain kali pasti kemari lg"
Sate Kambing & Ayam Pak Jogo,"Sate, sop dan tongsengnya enak untuk buka puasa."
Sate Kambing & Ayam Pak Jogo,Tongseng dan satenya enak.. selalu rame dan harga terjangkau..
Sate Kambing & Ayam Pak Jogo,"enakk bgtt guys dari segi rasa makanannya, dine in disana gilee makanannya cepett banget jadinya, perasaan baru psen udh lgsg dateng aja🫵🏻😭 tempat parkirnya luas, sangat family-friendly🫶🏻✨️ pankapan kesini lagi kalo ada rezeki hehe"
Sate Kambing & Ayam Pak Jogo,"Rasa otentik khas sate jagja, cepat parkir luas d seberang akses mudah"
Sate Kambing & Ayam Pak Jogo,Tempatnya enak buat bareng² teman . Makanan enak & sate kambingnya juga empuk. Makan siang bareng keluarga juga oke . Mantab 👍
Sate Kambing & Ayam Pak Jogo,"Mantab , sate & Tengkleng nya Joss. Suasana juga enak . Cocok buat makan bareng teman & keluarga"
Sate Kambing & Ayam Pak Jogo,"Cenderung manis seperti sate khas jogja pada umumnya, kalau mau yang lebih gurih bisa pesen menu klatak dan gulai. Ruangan cukup gerah apalagi kalau lagi penuh. Parkir masih aman sih walau minim tempatnya masih bisa di pinggir jalan"
Sate Kambing & Ayam Pak Jogo,Sate nya empuk dan tidak prengus(bau kambing) tempat yang nyaman dan bersih. Area parkir luas ada disebrang jalan juga.menu dari sate gulai tongseng tengkleng tersedia. Menu enak
Sate Kambing & Ayam Pak Jogo,kaget aja pesen sate klathak tapi tusuknya dari bambu. bukan kayak sate klatak pada umumnya yang pake jeruji sepeda/motor. pas di coba berasa masi stengah matang. alot. dalemnya masi mentah. berasa makan steak rare. bumbunya juga kurang berasa.
Sate Kambing & Ayam Pak Jogo,"lemooot lama bgt, antrian gua diduluin orang lain"
Sate Kambing & Ayam Pak Jogo,Kesini beli Tongseng Kambing. Rasanya enak. Dagingnya empuk gak alot sama sekali. Harganya standar. Tongsengnya banyak dagingnya.
Sate Kambing & Ayam Pak Jogo,"Sate ayamnya sangat empuk,sate kambingnya jg leziz.mari berkunjung ke jogja dan nikmati kulinernya."
Sate Kambing & Ayam Pak Jogo,salah satu tongseng ter enak di jogja
Sate Kambing & Ayam Pak Jogo,"Nyobain lengkap menunya, sate dan tongseng enak2."
Sate Kambing & Ayam Pak Jogo,Recomended buat yg lagi pengin makan murah komplete rasa huh hah...👍
Sate Kambing & Ayam Pak Jogo,Makanan daging kambing sangat recommended dijogja ✨
Sate Kambing & Ayam Pak Jogo,"Sudah sering makan di RM ini,dari dulu sejak bangunan masih sederhana. Menu yang tersedia banyak pilihan,ada sate kambing,tongseng dan gule kambing.Tersedia juga sate ayam kampung,tongseng dan gule ayam.Juga ada nasgor dan sop iga.Sate kambing saat dihidangkan sudah dilepas dari tusuknya,itu khasnya,irisan daging lumayan tdk terlalu kecil tapi tetap empuk.Tongsengnya juga enak daging empuk dan bumbunya meresap,sekarang piring untuk menyajikan tongseng lebih besar dari jaman awal2 dulu,kesanya isinya jadi lebih banyak. Tersedia banyak tempat duduk,ada di bagian depan dan di bangunan belakang.Tempat parkir juga luas,ada di samping,depan dan seberang jalan"
Sate Kambing & Ayam Pak Jogo,"Puas makan disini favorit tengkeng dan sate kambing, untuk sate klatak pas dapet yang sedikit keasinan. Review jujur rekomen klo ke jogja beli sate disini."
Sate Kambing & Ayam Pak Jogo,"Layanan cepat dan lumayan enak....hanya minumannya masi kurang memuaskan,masih bau prengus di gelasnya..."
Sate Kambing & Ayam Pak Jogo,"Terpaksa kasih bintang 1. Sebenarnya masakannya lumyan, tapi pelayanannya minus. Tidak ramah dan cuek sama pelanggan. Masak beli tongseng 3 g dikasih sambal/ kecap sama sekali, giliran minta cuma dikasih 1 bngks kecil. Bikin males."
Sate Kambing & Ayam Pak Jogo,"Sate kambingnya empuk dan enak, gak bau juga, pelayanannya cepat, pembayaran bisa cash, qris juga,"
Sate Kambing & Ayam Pak Jogo,"Saya ke sini pesannya satenya, satu porsi dagingnya banyak banget tapi sayang lumayan alot"
Sate Kambing & Ayam Pak Jogo,"Sate kambing dan tengkleng nya enak, ditambah makan ditempat tidak terlalu ramai seperti tempat lain jadi ga lama nunggu pesanan nya, mungkin tempat nya aja yg agak sempit dan agak panas, overall sangat enak top lah"
Sate Kambing & Ayam Pak Jogo,"Makanannya enak, tempat nya luas. Tersedia toilet Dan musholla."
Sate Kambing & Ayam Pak Jogo,"Been here for a quick brunch. Lamb satay is soft and juicy, and also quickly prepared. Soda gembira is good. The spicy tongseng is also tasty. Plenty of seats. A good traditional lamb satay vendor."
Sate Kambing & Ayam Pak Jogo,Harga ramah dikantong..menu variatif plus enak pulak
Sate Kambing & Ayam Pak Jogo,"Mantab rasanya, sesuai harganya Gak pakai ngantri"
Sate Kambing & Ayam Pak Jogo,"Enak tengklengnya, sate klatak juga ok"
Sate Kambing & Ayam Pak Jogo,Daging nya seger pelayanan cepet Recomend
Sate Kambing & Ayam Pak Jogo,"Great food, especially the satay and tongseng"
Sate Kambing & Ayam Pak Jogo,Andalan sate 🐐 di Jogja boleh lah Buat yang enggak suka manis pesan aja sate & tongseng kambing
Sate Kambing & Ayam Pak Jogo,"Satenya enak, dagingnya lembut, tapj sayang gulenya kurang rasa"
Sate Kambing & Ayam Pak Jogo,Alternatif masakan kambing dan sate ayam di wilayah sekiran JEC
Sate Kambing & Ayam Pak Jogo,"Pesan sate kambing gosong, rasa hambar cm rasa2 kecap aja. Pesan sop iga, jg sama hambar, daging ataupun kuahnya gak terasa keras lg. Rugi.. klo jualan mbok yah djperhatikan kualitasnha, kita ini dtg bayar loh."
Sate Kambing & Ayam Pak Jogo,Sejak th 80-an....ga berubah rasa
Sate Kambing & Ayam Pak Jogo,ATTITUDE KARYAWAN KAYAK ORANG GAK PERNAH SEKOLAH.
Sate Kambing & Ayam Pak Jogo,"Enak, maaf ga ada foto karena memang ga pernah foto makanan 😅"
Sate Kambing & Ayam Pak Jogo,"Sate kambing legend, rasanya dari dulu ngga berubah,tetep enak, empuk, gurih, joss. Rate rasa : Sate kambing : 8/10 Sate ayam : 7.5/10 Gule : 8/10 Tongseng kepala : 8.5/10 Tengkleng : 8/10 Tempat makan lbh luas skrg mpe belakang. Perkir mobil / motor sangat memadai luas. Tetep Jogo Rasane, Jogo Kualitase, Jogo Resike."
Sate Kambing & Ayam Pak Jogo,Sangat enak sate kambing nya. Sate ayam juga enak. Nasi goreng kambing nya mantep pol.
Sate Kambing & Ayam Pak Jogo,Sdh langganan dari harga Murmer jaman baheula
Sate Kambing & Ayam Pak Jogo,"Rasanya emang legend sih, untuk suasana khas sana. Sangat direkomendasikan bagi yg ingin menikmatinya sate dengan khas perkotaan Yogyakarta"
Sate Kambing & Ayam Pak Jogo,best sate in jogja dan murah
Sate Kambing & Ayam Pak Jogo,Terkenal dengan sate kambingnya. Tapi menu sate ayam nya luar biasa .
Sate Kambing & Ayam Pak Jogo,"Asap dimana mana , hehee...irisan dagingnya sekarang gede gedeeee"
Sate Kambing & Ayam Pak Jogo,"A must try for Kambing fans, meats R well marinated cooked to perfection. Not overcooked still retaining the tenderness of the meats. Not gamy at all. And do try the other preparations besides sate, I sure one would be pleasantly surprised."
Sate Kambing & Ayam Pak Jogo,"Langganan dari 1995 ,, tempat penuh nostalgia waktu masih tinggal di jogja. Rasa yg gak pernah berubah , tempat semakin rapi dan bersih. Tongseng kepalanya the best 👍👍👍"
Sate Kambing & Ayam Pak Jogo,Syurgaa perkambingan 🥰 baru nyobain sate klatak sama tongsengnya sih dan enak2. Harganya juga pas dan tempatnya jg luas. Recommended deh buat yg ke Jogja.
Sate Kambing & Ayam Pak Jogo,"Makanan lumayan sih, pelayanan cepat, cuma suasana ny kurang nyaman panas ...."
Sate Kambing & Ayam Pak Jogo,"The food was great, The service was excellent, The atmosphere was decent, The toilet inside isn't very clean"
Sate Kambing & Ayam Pak Jogo,"Makanan sesuai dengan harganya, menu banyak, rasa lumayan recommended"
Sate Kambing & Ayam Pak Jogo,Semua menunya enak dan enak.. Sate Kambing dan Tongsengnya mantap. Harga sesuai dengan porsi dan rasanya.
Sate Kambing & Ayam Pak Jogo,"Sate Kambing & Klataknya enak dan rasanya pas, tapi tongsengnya saya kurang suka (kurang kental & berasa bumbunya). Harga relatif standar, satu orang mungkin habis 30-40 ribuan. Pelayanan ramah dan sangat cepat 👍🏻👍🏻"
Sate Kambing & Ayam Pak Jogo,Pelayanannya cepat dan makanannya enak. Daging kambingnya tidak bau prengus
Sate Kambing & Ayam Pak Jogo,"Sate manisnya enak, porsi banyak lah menurut saya, tongseng jg enak.. Harga yg rata2 harga sate kambing lah"
Sate Kambing & Ayam Pak Jogo,Enak..definisi harga sesuai dengan kualitas n tempat..pelayanan juga cepat..walaupun kadang pelayannya susah senyum..haha..tapi its ok
Sate Kambing & Ayam Pak Jogo,"Sate kambingnya enak, tongseng kambingnya enak."
Sate Kambing & Ayam Pak Jogo,"Sate Klathak was extremely good, but I felt the Tongseng Kambing with gravy was more Tender, Tasty and Yummy. My visit was around 11 am on a Friday and the place was pretty warm from inside just like any other similar place even though some wall fans were fixed there. Been visited there few times and I prefer evenings as it is much better and cooler than the day time."
Sate Kambing & Ayam Pak Jogo,"Baru pertama kali kesini dan langsung jatuh cinta. Aroma kambing tidak prengus, jadi saya bisa makan banyak. Tongseng dan Sate Kambingnya Juara. Bakal jadi pelanggan setia."
Sate Kambing & Ayam Pak Jogo,Ini kunjungan saya yang pertama kesini untuk lunch meeting dengan team membicarakan program kerja. Saya memesan sate klatak dan untuk minumnya teh tawar panas. Berprofesi sebagai seorang Konsultan UMKM membuat saya sering bepergian ke berbagai tempat di Indonesia. IG roy.baskoro
Sate Kambing & Ayam Pak Jogo,"Satay specialist (chicken and lamb), gule and tongseng available too, the food is delicious especially tongseng, the place is big enough, the parking area quite wide, the place not far from JEC and gembira loka zoo."
Sate Kambing & Ayam Pak Jogo,"Daging nya empuk, tidak terlalu lama menunggu hidangan dan tempat nya luas"
Sate Kambing & Ayam Pak Jogo,Buat pasangan yang selera dagingnya beda bisa ke sini .. Porsi lumayan banyak untuk sate ayam nya Sate Ayam 30.000 Sate kambing 33.000 Minum standar 5.000 Nasi juga 5.000 Enak juga bumbunyaaa
Sate Kambing & Ayam Pak Jogo,2x ke joga selalu mampir ke sini krna enak dan murah
Sate Kambing & Ayam Pak Jogo,"Tongseng,gule,sate kambing,sate ayamnya enak. Meskipun rame tapi g nunggu lama, harga utk jenis makanan daging2 termasuk standar,g mahal. Bisa jadi salah satu referensi tmpt makan di seputaran jogja kota"
Sate Kambing & Ayam Pak Jogo,"tongsengnya enak, empuk cocok untuk lidah yg kurang suka manis, tapi untuk satenya kurang rekomend karna agak alot, next mau coba tengklengnya"
Sate Kambing & Ayam Pak Jogo,"Saya biasa makan di situ enak,tp maaf kemarin pas makan di sana kita pesen SOP iga (rasanya hambar),tongsengnya bumbunya kurang terasa,gak seperti biasanya enak,sate ayamnya juga manis banget.Semoga lain kali kalo ke sana lg gak kecewa .🙏🙏"
Sate Kambing & Ayam Pak Jogo,"Uenak pol sate klataknya, servisnya cepet super satset tp tempatnya agak gelap sm sumuk yaaa but worth to try sihhh enak"
Sate Kambing & Ayam Pak Jogo,"Langganan sejak dulu, Lokasi di Jogja sebelah timur, depan Jogja Expo Center, Pesan sate kambing, sate klatak, es jeruk Lumayan empuk, kurang sedikit garam kalo menurutku Ada toilet & Mushola Parkiran luas, muat bisa ±10 motor ±10 mobil"
Sate Kambing & Ayam Pak Jogo,"Rasa mantap, pelayanan cepat, harga standar lah. TOP"
Sate Kambing & Ayam Pak Jogo,"Beli sate kambing disini, tusuk satenya sudah dicopot dan dicampur dengan bumbu. Porsi nasinya lumayan banyak. Saya rasa satenya pake bumbu kecap dan cabai saja. Nggak kerasa pakai bumbu lain. Varian menunya sangat banyak dan harga menunya lumayan. Tempat parkirnya luas untuk motor maupun mobil dan untuk tempat makan ada di depan dan ada juga dibagian belakang. Ada toiletnya juga"
Sate Kambing & Ayam Pak Jogo,"sate klatak nya gurih, daging kambing nya empukk , pelayanan nya cepatt👍"
Sate Kambing & Ayam Pak Jogo,"Rasa sate yang standard, hanya rasa kecap yg dominan, overprice untuk kualitas hidangan yang saya dapatkan"
Sate Kambing & Ayam Pak Jogo,"Langganan makan jaman kerja, Kantor serombongan suka kuliner disini. uti suka sop iga sapi, kung suka tongseng. Yang dibungkus sate. Ruang makan belakang ada. Cekatan penyajian cepat. Parkir luas, selamat berwisata di DIY"
Sate Kambing & Ayam Pak Jogo,Sip cepat tepat dan enak emput josss gandoss
Sate Kambing & Ayam Pak Jogo,Sangat enak. Ada yg tahu nomor Whatsappnya?
Sate Kambing & Ayam Pak Jogo,Must visit resto in Yogyakarta for Kambing lovers
Sate Kambing & Ayam Pak Jogo,"Enakk, sate kletheknya gurih. Pelayanan cepet, ramah”"
Sate Kambing & Ayam Pak Jogo,"Untuk rasa lumayan, harga 1 porsi sate isinya 5 tusuk"
Sate Kambing & Ayam Pak Jogo,"Akhirnya kesampaian juga nyobain sate yang satu ini. Di hari biasa antrian selalu banyak. Untuk rasa sate nya sich standar, manis dan berbumbu khas sate kambing. Potongan daging besar dan banyak. Lemak tidak terlalu banyak. Bakaran juga pas matang dan tidak gosong. Perlu ditambah merica dan kecap nya supaya rasa lebih nendang. Porsian nasi nya juga pas. Tidak terlalu sedikit. Next time mau nyobain tongseng daging nya. Per saat ini, sate di harga 30k, nasi di 5k Rekomem untuk di coba"
Sate Kambing & Ayam Pak Jogo,"Udah beberapa kali makan di sini dan tetep yg jadi menu favorit gue adalah sate kambing, Sate Klathak, dan tengkleng. Rata2 cita rasa menu makanan di sini enak dg harga yg standard, alias ga mahal2 banget dan ga yg murah2 banget. Tempatnya nyaman dan luas, bisa milih tempat di bagian belakang yg jauh dari spot pembakaran sate, jdi baju aman dari asap bakaran. Area parkirnya cukup luas, cuma kalo pas lagi rame bgt, suka susah cari parkir buat mobil. Tapi tenang, ada kang parkir yg bantu ngarahin kok. Oiya, untuk harga, yg gue inget, rata2 untuk sate, nasgor, dan tengkleng, harganya Rp30.000,00. Kalo gulainya, duh, gue lupa berapaan. Sedangkan untuk minuman, rata2 harganya Rp5.000,00."
Sate Kambing & Ayam Pak Jogo,"Sate Kambing & Ayam Pak Jogo is a restaurant I visited in the evening, and it wasn't too crowded at the time. However, I found that the taste of the food was not particularly special or memorable for me. It lacked that distinctive character that sets it apart. On the positive side, the waiters provided good service, and the food was served quickly. While the taste may not have impressed me, the efficient service was a plus."
Sate Kambing & Ayam Pak Jogo,Sakit ringan Proses therapy sangat cepat Bayar seiklasnya
Sate Kambing & Ayam Pak Jogo,Salah satu warung sate d jogya yg enak...
Sate Kambing & Ayam Pak Jogo,"Makanan enak, pelayanan ramah dan cepat..."
Sate Kambing & Ayam Pak Jogo,Tempatnya lumayan luas. Kalau disini suka banget sama menu sate kambingnya. Enakk bangett sj
Sate Kambing & Ayam Pak Jogo,"Enak, terjangkau sayang bgt byk lalat. Coba deh resto cari solusi buat usir lalat. Ganggu bgt soalnya, g jenak mkn krn hrs perang sm lalat 🤣"
Sate Kambing & Ayam Pak Jogo,"Kebanyakan yang beli yang sudah sepuh sepuh. Rasanya enak, harga standart. Recomended lah."
Sate Kambing & Ayam Pak Jogo,"ya Allah semoga pak jogo masuk surga.. enak sekali satenya😭😭 gakkuat😭😭 sate paling enak yg pernah kumakan and i guess gaada tandingannya deh😁😁 makanannya dateng cepet banget lagii pdhl rame pol lohh, kerenn🥹👍🏻👍🏻🫶🏻🫶🏻🫰🏻🫰🏻"
Sate Kambing & Ayam Pak Jogo,"Sate kambingnya enak dan cukup banyak, tapi kuah tengklengnya agak keasinan buat saya"
Sate Kambing & Ayam Pak Jogo,"ayolah tolong kualitasnya diperbaiki lagi, beberapa kali order lewat gofood selalu dapet sate kambing yg kurang merata kematangannya, malah terkesan gosong sana-sini."
Sate Kambing & Ayam Pak Jogo,Tongseng ny empuk bgt..ank balita bs makn
Sate Kambing & Ayam Pak Jogo,Salah satu sate Klatak favorit Harga ny murah Rasa enak Sukanya lagi d bungkus buat oleh2 jg bisa Dan tahan lama
Sate Kambing & Ayam Pak Jogo,"Nyaman, bersih, enak, harga juga rasional"
Sate Kambing & Ayam Pak Jogo,"salah satu warung sate yg bisa dibilang legend, eksis sampe sekarang. letak strategis dekat JEC, parkir luas, pelayanan ramah, tidak perlu menunggu lama, rasa sate cukup enak, harga terjangkau."
Sate Kambing & Ayam Pak Jogo,"Enak, dagingnya banyak empuk bumbunya remasuk sampai ke dalam, untuk harga kisaran 40rb seporsi worth it"
Sate Kambing & Ayam Pak Jogo,"Menu enak, lumayan rame tanpa antri,luas..bersih"
Sate Kambing & Ayam Pak Jogo,Irisan dagingnya lebih besar rasanya uenak puoll
Sate Kambing & Ayam Pak Jogo,"Tempat makan sate yang selalu rame tapi pelayanannya cepet (gak nunggu terlalu lama)... Sate, gulai, tengleng dagingnya lembut dan enak... Untuk ukuran rumah makan yang terkenal harga termasuk standart (5 tusuk sate kambing Rp30.000)... Recomended lah..."
Sate Kambing & Ayam Pak Jogo,Beberapa kali mampir & menikmati hidangan disini 👍🏽
Sate Kambing & Ayam Pak Jogo,Sate klatak daging alot Tengkleng agak lumayan Gule hambar Tongseng enak daging empuk Tidak ada sambal (yg tersedia rawit) jadi kurang nikmat
Sate Kambing & Ayam Pak Jogo,Ada No Wa yang bisa dihubungi?
Sate Kambing & Ayam Pak Jogo,"saya tuh heran disini tuh porsi nasinya sedikit atau gimana, soalnya saya selalu tambah nasi kalo disini, kan jadi boros ya 😠😠"
Sate Kambing & Ayam Pak Jogo,"Atmospherenya berasa makan di rumah nenek, karena kita duduk di teras dalem. Makanannya enak, cuman tengklengnya butuh perjuangan karena lebih banyak dapet tulangannya dan itu dagingnya lumayan dikit 😁😁 tapi enak kok, harga juga okay. Dekat kota juga"
Sate Kambing & Ayam Pak Jogo,"Sate kambingnya empuk gak amis, tongsengnya kambing juga lembut, tongseng ayam enak, sate klatak mantap...enak semua dan pelayanan cepat harga standart gak mahal 25 rb an...selalu rame 👏👌👍"
Sate Kambing & Ayam Pak Jogo,"Satenya matang pas, tidak terlalu kering. Sayang kemarin datangnya kemalaman jadi selesai makan langsung diberesi."
Sate Kambing & Ayam Pak Jogo,"Tempat ramai, makanan lumayan enak, tapi kalau pas makan siang, kita kebagian duduk di belakang, kadang agak panas dikit krn semi outdoor"
Sate Kambing & Ayam Pak Jogo,"Sate dan tongseng dagingnya empuk, rasanya juga mantab. Porsi ya sedengan lah. Tapi kebanyakan kobisnya. Untuk tempatnya luas, ada yg didepan maupun dibelakang, jadi muat banyak."
Sate Kambing & Ayam Pak Jogo,"Disini 2 kali nyobain satenya aja, enak empuk gak alot karena dagingnya pake daging kambing muda"
Sate Kambing & Ayam Pak Jogo,Termasuk salah satu RM spesialis sate dan tongseng legend d jogja.. Rasa tidak usah dipertanyakan lagi.. Tongseng otak + tongseng kambing 2 porsi nasi + 1 sogem..adl Menu wajib.. Perhatikan tingkat kolesterol anda sebelum makan disini..
Sate Kambing & Ayam Pak Jogo,Makanan enak pas nyoba sate kambingnya agak alot dikit overall enak
Sate Kambing & Ayam Pak Jogo,"Satenya kambingnya enak, empuk Sate ayam juga gede-gede dagingnya Tongsengnya bumbu pas dan dagingnya empuk"
Sate Kambing & Ayam Pak Jogo,"warung sate, tongseng legend di deket JEC Jogja... enak sejak dahulu ada..."
